InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
574132,SKU_1312,Headphones,40,2024-08-01 00:00,54.17,60890.0,Australia,0.41,paypall,15.51,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
983003,SKU_1875,Desk Lamp,21,2024-08-01 01:00,91.4,24628.0,Portugal,0.23,paypall,17.3,Stationery,Online,Not Returned,UPS,London,Low
407957,SKU_1648,Wireless Mouse,28,2024-08-01 02:00,88.12,32150.0,Netherlands,0.43,paypall,22.48,Apparel,Online,Not Returned,DHL,Paris,High
613113,SKU_1789,White Mug,6,2024-08-01 03:00,53.78,10542.0,Belgium,0.14,paypall,11.75,Furniture,In-store,Returned,DHL,Berlin,High
283699,SKU_1459,Wireless Mouse,29,2024-08-01 04:00,69.54,88346.0,Australia,0.27,Credit Card,17.3,Stationery,Online,Not Returned,UPS,Rome,Low
519333,SKU_1581,USB Cable,5,2024-08-01 05:00,36.75,62345.0,Sweden,0.32,Bank Transfer,6.86,Stationery,In-store,Not Returned,UPS,Rome,Medium
561250,SKU_1517,Wall Clock,26,2024-08-01 06:00,96.26,96732.0,Portugal,0.25,Credit Card,6.52,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
737705,SKU_1666,Backpack,38,2024-08-01 07:00,26.66,42852.0,Spain,0.13,Bank Transfer,6.62,Furniture,In-store,Not Returned,DHL,Rome,Medium
780843,SKU_1255,Wall Clock,27,2024-08-01 08:00,62.49,81447.0,Norway,0.39,paypall,16.06,Furniture,Online,Not Returned,FedEx,London,Low
564480,SKU_1633,Wireless Mouse,17,2024-08-01 09:00,62.98,40308.0,United States,0.04,Credit Card,24.09,Electronics,Online,Not Returned,Royal Mail,Paris,High
549685,SKU_1629,T-shirt,36,2024-08-01 10:00,76.69,37309.0,Germany,0.07,Credit Card,23.47,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
774237,SKU_1466,White Mug,27,2024-08-01 11:00,98.54,83308.0,United Kingdom,0.04,paypall,27.76,Apparel,Online,Not Returned,FedEx,London,Low
555612,SKU_1819,Office Chair,37,2024-08-01 12:00,30.4,36811.0,Australia,0.15,paypall,19.17,Furniture,In-store,Not Returned,Royal Mail,London,Medium
323311,SKU_1837,Desk Lamp,41,2024-08-01 13:00,48.88,72590.0,Sweden,0.49,paypall,13.49,Furniture,Online,Not Returned,Royal Mail,Paris,High
627376,SKU_1505,White Mug,27,2024-08-01 14:00,93.58,81320.0,Australia,0.06,Credit Card,16.61,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High
859945,SKU_1944,Notebook,18,2024-08-01 15:00,61.07,72940.0,Portugal,0.49,Bank Transfer,8.01,Apparel,In-store,Not Returned,DHL,London,Medium
778539,SKU_1208,Wall Clock,8,2024-08-01 16:00,42.99,35854.0,Germany,0.03,paypall,14.48,Apparel,In-store,Not Returned,FedEx,London,Medium
672242,SKU_1860,Backpack,22,2024-08-01 17:00,63.69,53373.0,Norway,0.44,Bank Transfer,21.5,Furniture,Online,Returned,DHL,London,Medium
384155,SKU_1406,Office Chair,34,2024-08-01 18:00,40.74,69558.0,Australia,0.36,Bank Transfer,15.3,Furniture,In-store,Not Returned,FedEx,Paris,Medium
637127,SKU_1080,Wireless Mouse,45,2024-08-01 19:00,69.12,,Germany,0.24,Bank Transfer,10.16,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
349750,SKU_1916,Blue Pen,23,2024-08-01 20:00,66.91,70143.0,Sweden,0.43,Credit Card,13.1,Apparel,In-store,Not Returned,FedEx,Rome,High
808263,SKU_1329,USB Cable,45,2024-08-01 21:00,93.77,71885.0,Belgium,0.15,Credit Card,12.51,Apparel,Online,Not Returned,FedEx,Amsterdam,High
949993,SKU_1106,Wireless Mouse,35,2024-08-01 22:00,18.54,59286.0,Australia,0.23,Credit Card,7.36,Stationery,In-store,Not Returned,FedEx,Rome,Low
647913,SKU_1647,Desk Lamp,14,2024-08-01 23:00,19.07,11642.0,Netherlands,0.15,Bank Transfer,29.06,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
773841,SKU_1437,Headphones,45,2024-08-02 00:00,29.96,62107.0,Australia,0.5,Bank Transfer,22.02,Stationery,In-store,Not Returned,UPS,Paris,High
459433,SKU_1013,Office Chair,16,2024-08-02 01:00,75.08,10477.0,United Kingdom,0.29,Bank Transfer,11.73,Stationery,Online,Not Returned,DHL,London,Low
643846,SKU_1542,Wall Clock,25,2024-08-02 02:00,51.41,69219.0,Italy,0.39,paypall,15.14,Stationery,Online,Returned,FedEx,Amsterdam,High
624125,SKU_1690,Wall Clock,22,2024-08-02 03:00,51.93,58290.0,Italy,0.15,paypall,24.14,Apparel,In-store,Not Returned,Royal Mail,Paris,High
182307,SKU_1957,USB Cable,33,2024-08-02 04:00,76.6,81607.0,Portugal,0.03,paypall,26.28,Apparel,In-store,Not Returned,UPS,London,Medium
131104,SKU_1401,Wireless Mouse,17,2024-08-02 05:00,83.6,11514.0,Spain,0.44,paypall,26.26,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High
591818,SKU_1509,Desk Lamp,15,2024-08-02 06:00,53.98,70758.0,Italy,0.19,paypall,23.05,Apparel,Online,Not Returned,FedEx,Rome,Low
808946,SKU_1430,Notebook,44,2024-08-02 07:00,1.14,29146.0,Germany,0.28,Credit Card,13.26,Apparel,In-store,Not Returned,UPS,London,Medium
668708,SKU_1093,Notebook,35,2024-08-02 08:00,34.49,88551.0,Netherlands,0.24,paypall,27.96,Stationery,In-store,Not Returned,FedEx,London,Low
366205,SKU_1081,Desk Lamp,49,2024-08-02 09:00,16.99,96518.0,France,0.14,paypall,8.03,Furniture,In-store,Not Returned,UPS,Paris,High
788601,SKU_1691,T-shirt,29,2024-08-02 10:00,66.2,36195.0,Italy,0.08,Credit Card,25.72,Accessories,Online,Not Returned,UPS,Rome,High
686343,SKU_1248,Blue Pen,26,2024-08-02 11:00,13.2,46185.0,Portugal,0.43,Bank Transfer,13.93,Furniture,In-store,Returned,Royal Mail,Paris,Medium
312769,SKU_1984,USB Cable,23,2024-08-02 12:00,2.78,43145.0,Netherlands,0.47,Bank Transfer,18.53,Apparel,Online,Not Returned,Royal Mail,London,High
432737,SKU_1240,Blue Pen,44,2024-08-02 13:00,50.96,,United Kingdom,0.45,Bank Transfer,25.89,Stationery,In-store,Returned,UPS,Paris,Medium
604599,SKU_1164,Notebook,18,2024-08-02 14:00,85.24,46142.0,Netherlands,0.26,paypall,26.1,Apparel,Online,Not Returned,UPS,Berlin,Low
275245,SKU_1472,Backpack,32,2024-08-02 15:00,85.82,,Norway,0.32,Credit Card,7.2,Stationery,In-store,Not Returned,DHL,Berlin,Low
427324,SKU_1285,Desk Lamp,46,2024-08-02 16:00,77.17,47620.0,Australia,0.07,Bank Transfer,7.51,Electronics,Online,Not Returned,DHL,Rome,Low
338016,SKU_1029,Desk Lamp,43,2024-08-02 17:00,75.33,18176.0,Italy,0.17,Bank Transfer,17.21,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
102221,SKU_1867,Desk Lamp,5,2024-08-02 18:00,92.06,77443.0,France,0.0,Credit Card,12.47,Electronics,Online,Not Returned,UPS,Amsterdam,Low
405086,SKU_1458,Blue Pen,20,2024-08-02 19:00,63.2,23841.0,Germany,0.27,Bank Transfer,28.36,Apparel,In-store,Not Returned,UPS,London,High
908067,SKU_1303,USB Cable,16,2024-08-02 20:00,26.15,91114.0,Italy,0.22,Credit Card,13.11,Electronics,Online,Not Returned,UPS,London,Low
283835,SKU_1678,Wireless Mouse,4,2024-08-02 21:00,1.95,26961.0,Netherlands,0.31,Credit Card,9.71,Apparel,Online,Not Returned,UPS,Paris,Low
937504,SKU_1794,White Mug,37,2024-08-02 22:00,12.54,92259.0,United States,0.15,Credit Card,19.4,Electronics,Online,Not Returned,FedEx,Berlin,High
893507,SKU_1911,T-shirt,-9,2024-08-02 23:00,-51.21,,Australia,1.1300962429317114,Credit Card,,Accessories,Online,Not Returned,UPS,,Medium
253450,SKU_1997,Backpack,14,2024-08-03 00:00,33.64,91112.0,Italy,0.34,Credit Card,10.52,Accessories,Online,Not Returned,DHL,Berlin,High
659372,SKU_1927,Office Chair,-45,2024-08-03 01:00,-67.28,,Germany,0.08,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,High
281498,SKU_1924,Wireless Mouse,4,2024-08-03 02:00,53.68,60727.0,United States,0.31,Credit Card,8.53,Furniture,In-store,Not Returned,UPS,Paris,Medium
965649,SKU_1947,USB Cable,49,2024-08-03 03:00,58.98,89164.0,Italy,0.45,Bank Transfer,12.19,Stationery,Online,Not Returned,DHL,Rome,High
999689,SKU_1713,Wall Clock,35,2024-08-03 04:00,11.57,90627.0,Spain,0.3,Credit Card,28.81,Furniture,Online,Not Returned,UPS,Paris,Low
489892,SKU_1605,Wireless Mouse,40,2024-08-03 05:00,71.41,,United Kingdom,0.07,Bank Transfer,28.9,Apparel,In-store,Not Returned,FedEx,,High
655872,SKU_1458,USB Cable,35,2024-08-03 06:00,85.22,32324.0,France,0.01,Credit Card,7.48,Apparel,Online,Not Returned,DHL,Paris,Low
131245,SKU_1014,T-shirt,21,2024-08-03 07:00,49.95,18806.0,Spain,0.33,Bank Transfer,6.89,Furniture,Online,Not Returned,UPS,Paris,High
290031,SKU_1299,Headphones,8,2024-08-03 08:00,24.26,36796.0,Netherlands,0.44,Credit Card,24.74,Electronics,In-store,Not Returned,FedEx,Rome,High
104983,SKU_1406,USB Cable,13,2024-08-03 09:00,57.15,80625.0,Belgium,0.25,paypall,29.13,Accessories,Online,Returned,FedEx,Berlin,Low
853145,SKU_1047,Desk Lamp,44,2024-08-03 10:00,47.51,27608.0,United Kingdom,0.03,paypall,11.31,Apparel,In-store,Returned,UPS,Amsterdam,Medium
327999,SKU_1662,White Mug,22,2024-08-03 11:00,9.11,39682.0,Sweden,0.48,paypall,15.69,Accessories,In-store,Not Returned,FedEx,London,Medium
655185,SKU_1113,Office Chair,24,2024-08-03 12:00,66.42,20524.0,Spain,0.21,Credit Card,22.52,Furniture,Online,Not Returned,DHL,Rome,Medium
795962,SKU_1454,Backpack,36,2024-08-03 13:00,69.12,23125.0,Germany,0.41,Credit Card,23.74,Electronics,Online,Not Returned,Royal Mail,Rome,Low
971970,SKU_1892,Wall Clock,19,2024-08-03 14:00,11.91,73870.0,Sweden,0.11,Bank Transfer,15.19,Accessories,Online,Not Returned,UPS,Amsterdam,High
438178,SKU_1525,White Mug,33,2024-08-03 15:00,93.72,55711.0,Norway,0.37,Credit Card,5.49,Accessories,Online,Not Returned,DHL,Paris,High
149411,SKU_1968,White Mug,39,2024-08-03 16:00,72.67,91944.0,Germany,0.3,paypall,27.83,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
561958,SKU_1821,Office Chair,10,2024-08-03 17:00,52.74,86930.0,Sweden,0.18,Bank Transfer,29.64,Stationery,Online,Not Returned,FedEx,London,Medium
345196,SKU_1347,Blue Pen,12,2024-08-03 18:00,57.5,84704.0,United Kingdom,0.27,paypall,26.12,Apparel,In-store,Not Returned,FedEx,Rome,Low
601224,SKU_1965,T-shirt,47,2024-08-03 19:00,40.83,29111.0,France,0.31,Bank Transfer,20.71,Electronics,In-store,Not Returned,DHL,Rome,Medium
702754,SKU_1170,USB Cable,39,2024-08-03 20:00,83.3,17606.0,Spain,0.48,Bank Transfer,5.5,Stationery,Online,Returned,DHL,London,Medium
306928,SKU_1428,White Mug,18,2024-08-03 21:00,59.7,17814.0,Spain,0.36,Bank Transfer,19.4,Electronics,In-store,Not Returned,FedEx,Rome,High
324622,SKU_1405,Wall Clock,48,2024-08-03 22:00,17.99,43000.0,Sweden,0.23,Bank Transfer,23.15,Stationery,Online,Not Returned,Royal Mail,Rome,High
727770,SKU_1379,Notebook,18,2024-08-03 23:00,70.77,82274.0,United Kingdom,0.15,Credit Card,10.2,Electronics,Online,Not Returned,DHL,Berlin,Low
590569,SKU_1060,Wireless Mouse,25,2024-08-04 00:00,55.1,,Netherlands,0.1,Credit Card,10.07,Furniture,Online,Not Returned,DHL,Paris,High
269198,SKU_1529,Notebook,-22,2024-08-04 01:00,-57.51,,Germany,0.41,paypall,,Apparel,In-store,Not Returned,DHL,,Low
978720,SKU_1939,T-shirt,27,2024-08-04 02:00,69.24,35768.0,Sweden,0.43,paypall,17.85,Electronics,In-store,Not Returned,UPS,Paris,High
825403,SKU_1741,USB Cable,6,2024-08-04 03:00,55.95,41246.0,Norway,0.43,Bank Transfer,9.0,Apparel,Online,Not Returned,UPS,Paris,Medium
942042,SKU_1597,Office Chair,21,2024-08-04 04:00,1.14,80620.0,Portugal,0.08,paypall,22.11,Apparel,Online,Not Returned,FedEx,Berlin,Medium
910357,SKU_1200,Notebook,46,2024-08-04 05:00,13.43,69280.0,Germany,0.28,Bank Transfer,28.72,Accessories,Online,Not Returned,FedEx,Berlin,Low
529492,SKU_1657,Desk Lamp,49,2024-08-04 06:00,63.12,60849.0,Belgium,0.36,Credit Card,16.32,Apparel,Online,Not Returned,DHL,London,Medium
779049,SKU_1056,Backpack,32,2024-08-04 07:00,41.07,27613.0,France,0.33,paypall,25.8,Stationery,Online,Not Returned,FedEx,London,Medium
950374,SKU_1084,Desk Lamp,30,2024-08-04 08:00,33.56,97100.0,Portugal,0.13,Bank Transfer,11.2,Stationery,Online,Returned,FedEx,Berlin,Low
285218,SKU_1782,Headphones,20,2024-08-04 09:00,6.56,32495.0,Spain,0.42,Bank Transfer,15.65,Furniture,In-store,Not Returned,FedEx,Berlin,High
377382,SKU_1712,Wall Clock,42,2024-08-04 10:00,84.85,49706.0,Netherlands,0.03,Bank Transfer,12.47,Apparel,In-store,Not Returned,DHL,London,High
946856,SKU_1105,Wireless Mouse,3,2024-08-04 11:00,2.48,96299.0,Portugal,0.41,Bank Transfer,5.59,Stationery,Online,Not Returned,UPS,Berlin,Medium
255879,SKU_1825,Backpack,5,2024-08-04 12:00,37.71,92399.0,France,0.22,paypall,17.17,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
336130,SKU_1641,Wireless Mouse,32,2024-08-04 13:00,21.19,42878.0,Spain,0.27,paypall,5.33,Apparel,In-store,Not Returned,UPS,Paris,Low
829817,SKU_1013,Headphones,15,2024-08-04 14:00,10.16,13074.0,Belgium,0.02,paypall,29.28,Stationery,Online,Not Returned,FedEx,London,Low
111204,SKU_1532,Backpack,-36,2024-08-04 15:00,-56.7,,Netherlands,1.2051396357306796,Credit Card,,Furniture,Online,Not Returned,UPS,,Medium
465964,SKU_1938,Desk Lamp,-25,2024-08-04 16:00,53.77,,Australia,0.33,Credit Card,,Accessories,In-store,Not Returned,UPS,,High
351628,SKU_1044,Backpack,25,2024-08-04 17:00,95.66,51950.0,France,0.43,paypall,12.23,Apparel,In-store,Not Returned,FedEx,Rome,Medium
400711,SKU_1545,Blue Pen,18,2024-08-04 18:00,16.04,33840.0,Portugal,0.17,paypall,8.76,Apparel,Online,Not Returned,FedEx,London,Low
791057,SKU_1372,Wireless Mouse,15,2024-08-04 19:00,82.3,64047.0,Belgium,0.04,paypall,22.74,Apparel,In-store,Not Returned,FedEx,Rome,High
998621,SKU_1070,Wireless Mouse,24,2024-08-04 20:00,77.63,85351.0,Portugal,0.06,Credit Card,13.13,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
583645,SKU_1763,Headphones,24,2024-08-04 21:00,48.51,73847.0,France,0.46,Credit Card,11.06,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
232602,SKU_1846,Headphones,45,2024-08-04 22:00,7.45,12940.0,United States,0.32,Bank Transfer,15.28,Electronics,Online,Not Returned,DHL,Amsterdam,Low
852137,SKU_1230,T-shirt,24,2024-08-04 23:00,11.91,52647.0,Germany,0.12,paypall,22.37,Accessories,In-store,Not Returned,DHL,Rome,High
386441,SKU_1523,Office Chair,41,2024-08-05 00:00,90.16,49679.0,Spain,0.31,paypall,18.76,Apparel,Online,Not Returned,DHL,Berlin,Medium
436982,SKU_1122,Notebook,34,2024-08-05 01:00,48.66,53459.0,Australia,0.37,Bank Transfer,17.53,Accessories,In-store,Not Returned,UPS,Berlin,Low
411050,SKU_1774,Office Chair,33,2024-08-05 02:00,26.21,47315.0,Norway,0.4,Bank Transfer,10.65,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High
821611,SKU_1068,Office Chair,26,2024-08-05 03:00,47.79,44274.0,Germany,0.01,Credit Card,8.85,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
830429,SKU_1110,Notebook,12,2024-08-05 04:00,75.86,97934.0,Italy,0.4,paypall,18.88,Electronics,Online,Not Returned,UPS,London,Medium
553964,SKU_1870,USB Cable,28,2024-08-05 05:00,82.24,96891.0,Spain,0.32,Credit Card,28.03,Accessories,In-store,Not Returned,FedEx,Paris,Medium
140295,SKU_1245,Notebook,27,2024-08-05 06:00,33.17,49949.0,Spain,0.35,Bank Transfer,8.37,Apparel,Online,Not Returned,FedEx,London,Medium
676752,SKU_1982,White Mug,18,2024-08-05 07:00,9.49,29582.0,Italy,0.28,Credit Card,14.6,Apparel,Online,Not Returned,FedEx,London,Low
107223,SKU_1372,Headphones,7,2024-08-05 08:00,63.99,65596.0,Norway,0.46,Credit Card,17.27,Electronics,Online,Not Returned,FedEx,Berlin,Low
506637,SKU_1923,Backpack,-13,2024-08-05 09:00,-51.12,,United States,1.050128912292057,paypall,,Accessories,In-store,Not Returned,DHL,,Low
717520,SKU_1097,Headphones,24,2024-08-05 10:00,8.42,77554.0,Italy,0.14,Bank Transfer,7.66,Furniture,In-store,Not Returned,DHL,Rome,High
602799,SKU_1792,Headphones,31,2024-08-05 11:00,80.19,33254.0,Australia,0.43,Credit Card,17.49,Electronics,In-store,Not Returned,FedEx,Rome,High
908008,SKU_1321,USB Cable,11,2024-08-05 12:00,75.99,41324.0,United States,0.43,paypall,26.2,Accessories,Online,Not Returned,UPS,Berlin,High
352787,SKU_1818,Desk Lamp,-30,2024-08-05 13:00,-76.73,,Spain,1.7090558944264145,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Medium
706409,SKU_1712,Headphones,8,2024-08-05 14:00,30.38,27374.0,Belgium,0.22,paypall,13.15,Apparel,In-store,Not Returned,FedEx,London,Medium
757500,SKU_1673,Wall Clock,5,2024-08-05 15:00,41.41,48414.0,Germany,0.16,Bank Transfer,18.28,Accessories,In-store,Not Returned,FedEx,Berlin,High
159016,SKU_1508,T-shirt,32,2024-08-05 16:00,33.77,63097.0,Germany,0.18,Bank Transfer,17.04,Furniture,Online,Not Returned,FedEx,London,High
731840,SKU_1941,White Mug,16,2024-08-05 17:00,72.52,52294.0,United States,0.41,Credit Card,20.49,Electronics,Online,Not Returned,DHL,Amsterdam,High
726263,SKU_1942,USB Cable,1,2024-08-05 18:00,75.51,80449.0,Portugal,0.08,Bank Transfer,11.86,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
544966,SKU_1375,Wall Clock,27,2024-08-05 19:00,27.59,92283.0,Netherlands,0.45,Bank Transfer,26.42,Stationery,In-store,Not Returned,Royal Mail,Berlin,High
223505,SKU_1671,T-shirt,16,2024-08-05 20:00,48.99,80667.0,Netherlands,0.35,Credit Card,21.01,Stationery,In-store,Not Returned,FedEx,Berlin,Low
898454,SKU_1892,T-shirt,24,2024-08-05 21:00,9.25,79200.0,Netherlands,0.44,paypall,20.92,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
421366,SKU_1139,T-shirt,16,2024-08-05 22:00,90.49,45550.0,Australia,0.29,paypall,13.29,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
118328,SKU_1764,Wireless Mouse,5,2024-08-05 23:00,83.65,50879.0,Portugal,0.44,Bank Transfer,14.83,Accessories,In-store,Not Returned,DHL,Rome,Low
627217,SKU_1380,White Mug,49,2024-08-06 00:00,75.35,94573.0,Sweden,0.32,Credit Card,10.33,Apparel,In-store,Returned,DHL,Amsterdam,Medium
693207,SKU_1402,T-shirt,42,2024-08-06 01:00,80.33,96560.0,Italy,0.31,Credit Card,11.84,Electronics,Online,Returned,DHL,Rome,Medium
885327,SKU_1302,White Mug,11,2024-08-06 02:00,57.7,18779.0,United States,0.34,Bank Transfer,23.42,Accessories,Online,Not Returned,FedEx,Paris,High
676980,SKU_1165,White Mug,9,2024-08-06 03:00,92.11,10676.0,Norway,0.15,Credit Card,22.84,Accessories,Online,Not Returned,UPS,London,Low
411689,SKU_1760,Desk Lamp,43,2024-08-06 04:00,38.5,24294.0,United States,0.17,paypall,19.16,Electronics,Online,Not Returned,UPS,Berlin,Medium
848328,SKU_1905,USB Cable,18,2024-08-06 05:00,64.47,24749.0,United States,0.43,paypall,26.35,Stationery,In-store,Not Returned,DHL,Rome,Medium
700935,SKU_1265,Wall Clock,1,2024-08-06 06:00,13.31,36134.0,Norway,0.33,Bank Transfer,20.11,Stationery,Online,Not Returned,DHL,Paris,Low
541554,SKU_1354,Office Chair,-10,2024-08-06 07:00,-99.23,,Portugal,1.8275996550749023,Credit Card,,Electronics,Online,Not Returned,DHL,,Medium
598530,SKU_1552,Office Chair,30,2024-08-06 08:00,32.02,80245.0,Italy,0.32,paypall,10.73,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
684250,SKU_1054,White Mug,38,2024-08-06 09:00,97.96,26338.0,Portugal,0.46,Credit Card,13.25,Accessories,In-store,Not Returned,UPS,Berlin,Low
197435,SKU_1228,Wireless Mouse,14,2024-08-06 10:00,68.62,44880.0,Spain,0.31,paypall,27.88,Accessories,In-store,Returned,UPS,Berlin,Low
647449,SKU_1223,Office Chair,22,2024-08-06 11:00,47.11,,United Kingdom,0.38,paypall,24.12,Stationery,In-store,Not Returned,Royal Mail,,Low
502039,SKU_1759,USB Cable,2,2024-08-06 12:00,54.86,54764.0,Portugal,0.09,Bank Transfer,25.5,Apparel,Online,Not Returned,FedEx,Rome,Low
657377,SKU_1885,White Mug,41,2024-08-06 13:00,29.74,10315.0,Sweden,0.09,Credit Card,5.2,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
947282,SKU_1198,Blue Pen,4,2024-08-06 14:00,55.36,52275.0,Spain,0.05,paypall,25.57,Stationery,Online,Not Returned,Royal Mail,London,Medium
383197,SKU_1626,Wall Clock,6,2024-08-06 15:00,30.02,63514.0,Portugal,0.33,Credit Card,10.1,Furniture,Online,Not Returned,FedEx,Paris,Low
216381,SKU_1252,Notebook,32,2024-08-06 16:00,86.62,48219.0,Germany,0.29,Bank Transfer,9.68,Accessories,Online,Not Returned,FedEx,Amsterdam,High
117447,SKU_1713,Desk Lamp,26,2024-08-06 17:00,65.08,11399.0,Portugal,0.01,Bank Transfer,15.53,Furniture,Online,Not Returned,Royal Mail,Berlin,High
189841,SKU_1554,USB Cable,13,2024-08-06 18:00,25.53,31343.0,Portugal,0.09,Credit Card,17.36,Furniture,In-store,Not Returned,DHL,London,High
103111,SKU_1677,Wall Clock,12,2024-08-06 19:00,14.9,41316.0,Norway,0.41,paypall,24.5,Stationery,Online,Not Returned,UPS,London,Low
158820,SKU_1154,USB Cable,-35,2024-08-06 20:00,6.21,,United States,0.29,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
717317,SKU_1799,Backpack,35,2024-08-06 21:00,27.42,16891.0,Sweden,0.11,Credit Card,25.01,Furniture,Online,Not Returned,DHL,Amsterdam,High
217949,SKU_1626,USB Cable,40,2024-08-06 22:00,71.07,77824.0,Belgium,0.13,Credit Card,18.61,Electronics,In-store,Not Returned,FedEx,Rome,Medium
831881,SKU_1838,Notebook,39,2024-08-06 23:00,31.86,26627.0,United States,0.12,paypall,17.19,Accessories,In-store,Not Returned,FedEx,London,Low
299694,SKU_1687,Headphones,1,2024-08-07 00:00,64.06,62844.0,Belgium,0.42,Bank Transfer,21.9,Apparel,Online,Not Returned,Royal Mail,Paris,High
473883,SKU_1793,White Mug,28,2024-08-07 01:00,89.64,72795.0,Italy,0.1,Bank Transfer,12.35,Furniture,Online,Not Returned,FedEx,Amsterdam,High
415107,SKU_1981,USB Cable,22,2024-08-07 02:00,97.27,54943.0,Spain,0.03,Bank Transfer,29.17,Furniture,In-store,Returned,UPS,London,High
865826,SKU_1569,USB Cable,13,2024-08-07 03:00,75.72,21831.0,United States,0.44,paypall,7.19,Furniture,In-store,Not Returned,DHL,Paris,High
545719,SKU_1331,Wall Clock,-23,2024-08-07 04:00,-66.94,,Netherlands,1.0660637755725615,Credit Card,,Furniture,Online,Not Returned,FedEx,,High
189000,SKU_1407,Desk Lamp,7,2024-08-07 05:00,70.89,76144.0,Australia,0.03,Bank Transfer,6.46,Apparel,In-store,Not Returned,UPS,London,Low
988879,SKU_1503,Blue Pen,28,2024-08-07 06:00,15.17,17419.0,Belgium,0.18,Bank Transfer,29.43,Electronics,In-store,Not Returned,Royal Mail,London,High
827228,SKU_1693,Desk Lamp,15,2024-08-07 07:00,73.13,57475.0,Norway,0.23,paypall,11.04,Accessories,Online,Not Returned,UPS,London,Low
335823,SKU_1625,Desk Lamp,26,2024-08-07 08:00,45.13,78646.0,Netherlands,0.31,Credit Card,6.61,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
797902,SKU_1685,Wall Clock,12,2024-08-07 09:00,21.7,52929.0,France,0.08,Credit Card,29.83,Accessories,In-store,Returned,Royal Mail,Berlin,High
861527,SKU_1441,Wireless Mouse,45,2024-08-07 10:00,7.36,44911.0,Norway,0.35,Credit Card,15.91,Apparel,In-store,Not Returned,UPS,London,Medium
955144,SKU_1988,USB Cable,38,2024-08-07 11:00,45.24,45387.0,Netherlands,0.02,paypall,22.35,Electronics,In-store,Not Returned,FedEx,London,Medium
495632,SKU_1255,Desk Lamp,24,2024-08-07 12:00,19.31,,United Kingdom,0.09,paypall,21.08,Furniture,In-store,Not Returned,FedEx,,High
795796,SKU_1415,White Mug,-4,2024-08-07 13:00,-62.95,,Spain,1.9612506709018658,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,Low
567403,SKU_1399,Wall Clock,48,2024-08-07 14:00,21.19,53550.0,United Kingdom,0.24,Credit Card,16.91,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
101229,SKU_1089,Blue Pen,32,2024-08-07 15:00,36.25,29069.0,Australia,0.21,paypall,8.25,Electronics,Online,Not Returned,DHL,Berlin,Medium
560282,SKU_1965,Headphones,45,2024-08-07 16:00,77.1,80799.0,United Kingdom,0.4,Credit Card,24.23,Accessories,In-store,Not Returned,UPS,Paris,Medium
866481,SKU_1960,Notebook,6,2024-08-07 17:00,78.13,51913.0,Sweden,0.18,Credit Card,10.42,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
535563,SKU_1140,USB Cable,2,2024-08-07 18:00,9.16,63750.0,Australia,0.41,Credit Card,12.58,Stationery,Online,Returned,FedEx,London,High
361882,SKU_1869,Backpack,-45,2024-08-07 19:00,79.85,,Spain,0.43,Credit Card,,Furniture,In-store,Not Returned,DHL,,Medium
201101,SKU_1005,Blue Pen,32,2024-08-07 20:00,78.23,68085.0,Germany,0.48,paypall,7.31,Accessories,Online,Not Returned,FedEx,Paris,High
101363,SKU_1741,Notebook,22,2024-08-07 21:00,40.73,54213.0,United States,0.5,Credit Card,17.52,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
989238,SKU_1907,Wall Clock,37,2024-08-07 22:00,54.8,58557.0,United Kingdom,0.33,Credit Card,25.17,Accessories,In-store,Not Returned,UPS,London,Medium
706660,SKU_1904,Headphones,48,2024-08-07 23:00,95.24,55837.0,Belgium,0.38,paypall,16.49,Accessories,In-store,Not Returned,UPS,Berlin,Medium
